id,document,label
21,역시 실망시키지 않는 천조국 영화 완전 미국 그 자체인 영화 미국인이 보면 국뽕이 한계치까지 차오르는 영화 미국이 자랑스러울 영화 진짜 미국의 군사력 전투력 파일럿 세계최고 영화의 영상미 연출 스토리 연기 모든게 완...,1
22,평점 잘안주는데 만점입니다 ,1
23,어 그냥 조용히 하고 그냥 보고와 후회는 절대 안해. 이런게 예술이지 ,1
24,이 영화를 관람하는 데에 있어서 현금 10만원을 내라고 해도 10만원이 전혀 아깝지 않은 영화이다 역사에 길이 남을 영화...대박이라는 말 밖에 안나온다 ,1
25,개봉일 용아맥 20시40분꺼 영화끝나고 좌립박수나옴 ㅋ ,1
26,이렇게 모든 부분에서 완벽한 영화가 천만이 넘어야 하거늘... 천만영화라는 것과 영화의 수준은 별개인가 봅니다. ,1
27,한국인인데 미국 국뽕이 차오르다니 ,1
28,톰 크루즈와 동시대를 살고 있고 그가 나온 작품을 여전히 영화관에서 즐길 수 있다는 게 너무 감사하고 또 감사하다. ,1
29,"영화 보는 와중에 울컥울컥한다. 이런 영화를 볼수 있음에 감독, 배우들에게 감사 ",1
30,1. 가슴이 웅장해진다. 말이 안나온다.2. 이게 진짜 영화다.3. 팬티 2장이 아니라 기저귀 차고 가야됨4. 일반 영화랑은 급이 다름 5. 밥 이재용 닮음 ,1
31,내용은  뻔한데 단점을 씹어먹을정도로 전투연출이 기가막힘... ,1
32,중력가속도 받으면 다른 배우들은 더 못생겨지는데 톰형은 주름이 펴지면서 더 멋있어짐오토바이 탈 때는 진자 아직도 1편의 그 매버릭 같아 보이더라 ,1
33,영화관에 오는 관객을 위해 만든 영화라고 본다거지같은 PC 덕지덕지 붙이면서관객을 가르치려하는 영화들이 계속 쏟아져나오다가드디어 극장에서 봐야하는 재미있는 영화가 나왔다어려울거없다우리가 해야할건 그저 자리에 앉아 화...,1
34,톰형님 코로나 상황에서 2년 넘게 개봉연기되면서도 끝까지 OTT선공개 거부해줘서 고맙습니다. 이걸 핸드폰으로 봤다고 생각하면 상상만 해도 어휴... ,1
35,"할리우드 영화사들이여, 계속 돈 벌고  싶은가? 그렇다면 생명 공학에 이빠이 투자해서 늦기 전에 톰 크루즈 복제 인간을 만들도록. ",1
36,1편에서 봤던 인트로씬 이함장면과 danger zone 브금의 강렬한 인상의 감성을 2편에서 그대로 재현해서 시작부터 가슴이 너무 뛰었습니다. 올드팬들조차 충분히 전율시킬만한 그런 수작이네요.. OTT가 난무하는 요...,1
37,"나중에 폰으로 보고 ""별론데?"" 하지 말고 무조건 극장에서 봐라. ",1
38,시사회로 봤습니다. 주말에 2회차 바로 예약 해 놨습니다. 평점 처음 남겨봅니다. 영화관에서 안보면 평생 후회 할 영화.. ,1
39,탑건1편 꼭 보고 가세요.보는 중간중간 눈물이 나는데 참느라 힘들었습니다. ,1
40,존잼. 남자들의 가슴에 불을 지피는 영화 ,1
41,제대로 만든 속편의 모범 사례.  꼭 극장에서 보시길 ,1
42,탐 크루즈에게 탑건은 시작이었지만 마지막은 아닐 것이다. 최소한 오늘은 아니다 ,1
43,"CG로 점철되었던 디지털 시대에 모처럼 리얼이 주는 아날로그의 감동을 가져왔다. 영화적인 모든 것들이 과하지 않아 밸런스가 좋고, 항공액션씬은 역대 최고이며, 탐 크루즈는 여전히 최고다. ",1
44,미친 개존잼 한국인인데 왜 미국 해군의 국뽕이 느껴지냐고 ,1
45,후속작이 나오기엔 너무 늦지 않았나 했던 걱정을 마하 10의 속도로 날려버린다. ,1
46,근래 본 영화중 최고 톰형한테 감사하다 ,1
47,남자들 다울고있음말도안되는 영화 ,1
48,초반 비지엠부터 감동. ,1
49,이건 그냥 봐야됨 ,1
50,생각하지마 최고니까. ,1
51,"씨네마 역사상 지금까지 나온 모든 블록버스터 영화들 중에서 정석적인 방법으로 가장 잘 만든 블록버스터 영화라고 단언한다.영화관을 나오고, 앞으로 이 이상으로 블록버스터 영화를 만들 수 있을까 하는 의문이 생겼다.끝판...",1
52,과거 명작의 속편들은 이렇게 만들어주세요... 제발 ,1
53,극장 나오면서 또 다시 자리 결제하는 내 모습을 보았다 ,1
54,이게 옳게된 액션영화지.. 이거지.. 잘만든 cg도 눈호강은 되지만 이렇게 생생한 액션은 역시 대체재가 없다 배우들을 전투기에 직접 태우다니 미쳤나 진짜 미친 액션이 나왔다 심지어 잔인한 장면도 야한 장면도 없어 불...,1
55,진짜 액션으로 가슴 뜨거워지게 하는건 이 형이 최고다. ,1
56,크루즈형 같이 늙어가줘서 고마워 이번영화는 진짜 최고야 ㅠㅠ ,1
57,초6 아들과 탑건을 같이 보게  될줄은 몰랐습니다.어벤져스 세대인 아들은 탑건이 어땠을 지도 궁금했구요.식상할 줄 알았지만 시작부터 끝까지 행복하게 관람했습니다. 무엇보다도 초6 아들이 아주 재미 있었다고 합니다.오...,1
58,제발 이 영화를 꼭 봐주세요. 부탁합니다. 제발 봐주세요. 제발요. ott에서 보고 후회하지 마시고 제발 영화관가서 보세요. 저 지금 하루종일 탑건 생각만 하고 있어요. 다같이 탑건 얘기 해야 하니까 꼭 보세요 쩨발...,1
59,그냥 무조건 보세요 생각하지 마세요 ,1
60,평점 10만점이 부족한 영화입니다.최고의 항공영화호불호 없이 볼 수 있는 영화입니다.재미없이 본다는게 이상한 영화입니다. ,1
61,이정도면 톰 크루즈가 극장으로 오라고 협박하는 수준. ,1
62,무조건 극장에서 봐야하는 영화에요! ,1
63,평점 달러 옴. 영화관이 사라질 수 없는 이유. 2만 3천원 내고 4dx로 봐도 안 아까움. IMAX는 차선일 뿐인 영화. ,1
64,극장이 존재해야 하는 이유. CG로 범벅된 영화보다 클래식하면서도 카타르시스를 충분히 느낄 수 있는 영화 ,1
65,감동 그자체입니다. 톰 선생님 오래 오래 건강하세요 ,1
66,"오프닝 음악 듣는순간 전율,,, ",1
67,톰형이 이갈고 만든느낌이예요 정말 너무 재미있었습니다!! ,1
68,앞으로 이런 영화를 볼 수 없다는 사실이 슬플 뿐입니다 ,1
69,영화관에서 꼭 봐야됨 ,1
70,와.. 영화관에서 안봤으면 후회할뻔.. 진짜 개재밌다 ,1
71,방금 봤는데 또 보고싶다.. ,1
72,천만영화 줄 서봅니다. ,1
73,슬퍼서가 아니라 벅차올라서 눈물이 나는 영화가 얼마만인가 ,1
74,진심으로 죤나 멋있어서 울었다.... ,1
75,더할것 하나 없고 뺄 것 도 하나 없는 완벽한 후속작.정말 이렇게 모든면에서 완벽한 액션영화를 감상한게 얼마만인지...가벼운 팝콘영화 생각하고 갔다가 진짜 뒤통수 오지게 맞고 나옴. 진짜 너무너무 잘 만들었다. ,1
76,미친영화다 ㅠㅜ 전편 가물가물한 사람들은 꼭 보고가길. 오프닝 부터 초반은 전작 오마주 서비스로 팬들에게 감동폭탄 퍼붓고 스토리는 전편과 연결이 자연스러우며 공중비행과 전투씬은 숨쉴 틈을 안주네. 구스와 함께하는 고...,1
77,톰크루즈 는 위대하다. ,1
78,액션 영화 보고 눈물 흘릴 뻔한 적은 처음이다 정말 재밌다. ,1
79,"진짜 재밌게 봄 믿고보는 톰 형 , 마녀2 의 스트레스를 날려버림 마녀2 보지마세요 ",1
80,관객이 무엇을 원하는지 알고 제대로 만든 영화입니다. 구질구질한 감독의 숨은 의도나 갈아넣은 영혼 따위 파악할 필요도 없습니다. 그냥 명작입니다. ,1
81,진짜 오지는데 생각보다 흥행을 못한ㄷㅏ..제바ㄹ 영화관에서 상영해줄때 보세요..ㅠㅠㅠ ,1
82,이게 영화고 이게 속편이지 ,1
83,영화관의 존재를 제대로 알린 영화! ,1
84,왠만해서 평점안다는데... 이건영화의 한계를 뛰어넘었음 ,1
85,1편보다 나은 2편은 없다는 규칙을 깨버린 TOPGUN.별 10개도 부족하다. ,1
86,<탑건>이 고전이된 영화라면 <탑건: 매버릭>은 새로운 고전이 될 영화다. ,1
87,전투기 기동만으로 표값한다. 인위적인지 않고정말 멋짐 ,1
88,"전작수준으로 생각하고 보았는데, 상상 이상의 영화였습니다. 역대급! ",1
89,가능하다면 큰 화면으로 봐요 부탁 아니에요 ,1
90,"영화를 이렇게 ""재밌게"" 보고 나온게 얼마만인지.. 감동 그잡채.. ",1
91,국산이 외산을 따라가지 못한다는걸 또 한번 깨닫게 해준 영화.. ,1
92,36년의 감동이 36배가 되어 돌아왔다 ,1
93,1보고 보면 더 빠져듭니다 ,1
94,좀전에 4dx로 보고왔습니다. 4dx에 최적화된 영화입니다. 되도록 꼭 4dx로 보세요!!! 개인적으로 본 영화중 탑3안에 들정도로 최고였음 ,1
95,"22년 최고의 영화이자 왜 아직 극장이 필요한지 보여주는 영화. 영상미, 음향 모두 압도적이고, 스토리도 심플하지만 군더더기 없이 깔끔합니다. 전작 내용 알고 가면 등장인물들의 감정선에 더 깊이 몰입할수 있습니다. ...",1
96,탑건 세대라면 꼭 보세요.가슴이 미쳐날뜁니다. ,1
97,PC랑 중꿔자본 없는거에서 만점 ,1
98,있어보이는척 평달고 점수 내리는분들 누구보다 재밌게 봤으면서 돌려까지맙시다 돌려차기 한대맞습니다 ,1
99,재미있게 관람했습니다 ,1
100,두번 말할 필요도없음 무조건 극장으로 ,1
101,팝콘무비의 정석 탐크루즈는 대단해 내가 12살이면 파일럿된다고 입대할듯 ,1
102,공군 출신인데 전투기 엔진음의 울림을 간만에 느껴서 좋았음 ㅋㅋcgv 4d로 보고 왔는데 이 영화는 무조건 영화관에서 봐야 됨 포드 V 페라리 보고나서 이런 건 영화관에서 봐야 되는구나 했는데 그런 느낌을 간만에 느...,1
103,이거 보려고 찐으로 36년 기다린 사람도 후회없게 만드는 영화 ,1
104,분명 액션영화인데 영화가 끝나면 마음 한구석이 왠지모르게 아려온다 아주 오래된 친구를 잠시 다시 만났다가 바로 다시 기약없는 이별을 하고 나오는 감정이랄까.. ,1
105,4dx로 다시 봤다. 내 선택은 역시 옳았다. ,1
106,토르 빨리 내리고 다시 스크린엑스 틀어줘라 ,1
107,올해 킹갓 영화임.. 뻔한 스토리임에도 몰입감이 쩔고 1편 안봤는데도 본것같음 감동을 준다..쥰내 재밌음 진짜 ,1
108,액션영화인데 왜 눈물이나지ㅜ ,1
109,영화관이 존재하는 이유 ,1
110,무조건 4D로보세요~~ 톰형이랑 같이 제트기탄줄 ,1
111,Don't think about it. Just do it ,1
112,"탐아저씨 천천히 좀 늙어봐요... 내가 아저씨 액션하는것좀 더 봐야겠으니깐,,, ",1
113,영화 보다 졸까봐 커피 챙겼는데 한모금도 못마셨다. 눈을 뗄 수 없어서 ,1
114,이 영화에 10점을 주지 않는다면10점을 받을 영화는 존재하지 않는다. ,1
115,전투기 탄 느낌이다.   최고다 ,1
116,존나 멋있어서 영화끝나고 바로 공군사관학교 들어갈뻔 ,1
117,아저씨에게는 눈물을 젊은이에게는 즐거움을 주는 영화 ,1
118,2시간20분이 가는게 아까웠다 ,1
119,재미는 마하 10.3 긴장감은 10G 톰형은 그냥 멋짐... ,1
120,"인간문화재 톰 크루즈, 오래도록 건강하시길. ",1
121,매우 미국스럽네요  그래서 정말 정말 재미있게봤습니다 ㅋ 미국 서부의 광활한 풍요로움과 여유가 담겼고 미국 황금기 8090년대스런 영화스타일을 그대로 잘 담아냈음  그리고 옷브랜드로 빗대자면 아베크롬비스럽달까 ,1
122,극장이 왜 여전히 존재하는지 그 이유를 명확히 알려주는 영화 ,1
123,100인치 티브이로 보더라도 ott따위는 아직 멀었다. 이것이 바로 영화. ,1
124,본편보다 나은 속편입니다 ,1
125,"돌비시네마에서 봤는데 굉장했고요. 전투기 소리가 ㄷㄷ아이맥스에서 한번 더 보면 좋겠는데,촌사람은 그저 웁니다ㅜㅜ ",1
126,와....탐크루즈는 나이먹어도 왜이리 멋있나요? 정말 처음부터 끝까지 너무 재밌게봤네요 ,1
127,자동차보다는 전투기네 역시 ㅋㅋㅋ(분노의질주 팬으로써)그냥 톰오빠 20대 배우들 얼굴도 발라버리고~~~~ 믓찌다~~~~제작사선생님들 돈많이 버셔서  또 찍어주세요!!! ,1
128,"10, 20대 미혼이 보기에는 그저 눈요기용 오락영화로 느껴질 수 있겠다.그렇지만 10대시절 아버지를 여의고 지금은 네살 아들을 키우며 매일 전쟁터같은 직장에 나가 전문분야에 치열하게 종사하면서 살아가는 40대를 목...",1
129,"아이맥스의 존재 이유, 극장이 존재해야만 하는 이유. ",1
130,모든 사라져가는 것들을 위한 헌사 ,1
131,이보다 완벽한 후속작은 없다 ,1
132,미국에서만 만들수 있는 영화...마지막 비행 전투 씬은 압권이였다...와!! ,1
133,이런 영화가 정말 그리웠다 진짜 최고다 ,1
134,오랜만에 영화에서 느끼는 감동과 소름이었습니다. 한번 더보고 싶네요 하... ,1
135,인생살면서 똑같은 영화를 영화관에서 5번 볼줄은 몰랐다 ,1
136,관람평 거의 10년만에 쓸 가치가 있는 영화 ,1
137,"토르 러브앤썬더, 닥터 스트레인지2 이런 마블 영화들이랑은 비교할 급이 안될 정도로 웰메이드 완전 잘 만든 작품이었다.우선 톰형의 지리는 연기력과 디테일한 전투기들의 연출은어우... 또 보러 가고싶다 ㅠ ",1
138,파라마운트 나올때부터 엔딩나올때까지 그냥 감동의 연속... 이렇게 잘만들수가.. ,1
139,Danger Zone 쫙 깔리는 오프닝부터 석양을 비추는 엔딩까지 30여 년의 세월이 무색하구나 싶었음. 감동 포인트가 너무 많아서 다회차 가야겠습니다.. ,1
140,제발 cgv 4dx 일주일만 열어줘 ,1
141,미국만이 보여줄수 있는 정통 헐리우드 톰크루즈의 리즈시절은 시간이 흘러 추억과 감동이 되어 가슴을 뭉클 거리게 만드는 명작 ,1
142,1986년도를 뒤흔들었던 영화의 뜨거운 귀환. 이보다 더 완벽할 수 없기에 온전히 즐길 수 있는 미국인들이 좀 부럽기도 ,1
143,"올해의 최고 역대급이라고 칭할수 있는 영화, 톰 크루즈는 정말 대단한 배우. ",1
144,아이맥스에 다시 걸어주세요다들n차돌고있는데 왜 아이맥스 안줌 ,1
145,"늦둥이로 태어난 내가 우리아버지와 같은 나이에 탑건을 보았다.  1987년 17세셨던 아버지, 지금 17살인 나. 톰크루즈 형님이 젊었을적과 60이 넘으신 지금을 연결하는 의미가 있는 작품이라면 나에게는 그 시절 아...",1
146,"문화와 함께 나이들어가는 감동을 선사한 인생 최고의 영화.  다만 2022년 6월 25일 오후 7시 50분 잠실 롯데 시네마 21관 K열 10, 11번 좌석에서 본 커플은 반성해라. 영화 내내 핸드폰 볼꺼면 왜 극장...",1
147,"영화를 극장에서 봐야만 하는 이유를 시작부터 끝까지 쉴 틈 없이 보여준 걸작. 내 생애 두 번 다시 이와 같이 같은 영화를 보기 위해 극장을 세번 네번 계속 갈 일이 또 있을까. 좋은 영화를 아득히 넘어선, 위대한 ...",1
148,"훗날 톰크루즈가 액션 스턴트를 직접 못하더라도, 그를 영화에서 보지 못하더라도, 영화관에서 영화를 못보더라도, 그게 오늘은 아니다. ",1
149,출연 배우들도 좋고 스토리도 좋고 너무너무 좋았던 영화 돈이 안아깝다 ,1
150,"이미 퇴역한지 오랜 기계공학의 정수들의 마지막 비행. 인력은 언젠가 AI, 드론으로 대체 되겠지만, 불완전한 인간만의 로망이 있다. ",1
151,잡념이 사라집니다 ,1
152,"I feel the need, the need for speed! Up there, with the best of the best ",1
153,처음 장면부터 전율이 오더니 끝까지 감동 웃음 스케일 모든게 완벽함 탐은 내인생 최고의 배우!!! 이건 진짜영화관에서 봐야됨 ,1
154,"35년 전의 영화인 탑건을 보고 가야 영화의 장면과 배역들의 감정선, 스토리를 온전히 이해하면서 공감할 수 있음. 배우들의 열연이 돋보이는 비행 장면과 전투기의 전투 액션을 제대로 즐기고 싶다면 스크린이 큰 돌비 사...",1
155,두 번째 봤는데 감동이 사라지지 않음. 또 볼거임. ,1
156,천만 가자. 탐 형이 영화 오래오래 만들고 한국 또 오시게 ㅠㅠ. 진짜 너무재밌게봤다 ㅠㅠ ,1
157,메인 OST 나올때부터 가슴이 웅장해진다 ㅠㅜ 전작에 대한 예우를 갖춘 최고의 속편 ,1
158,누구에게는 추억의 소환이자 누구에게는 아날로그의 부활. 망작 천지인 넷플릭스 오리지널 영화와 피곤해지는 마블의 만화영화들에 치이던 중 만나게 된 제대로 만들어진 클래식 블록버스터. ,1
159,세상에. 이 영화를 내리고 토르를 4DX에 걸다니 자원 낭비다! ,1
160,슬픈 내용이 아닌데 눈물이 계속 나네.. ,1
161,와 진짜 낭만 그 자체 ㅋㅋ스토리만 보면 옛날 영화긴 한데 아니 걍 개 멋짐 ㅋㅋ 추천합니다 ,1
162,"연기, 스토리, 감동, 그리고 톰쿠르즈.. 바이크탈때 그의 찐 행복 미소는 잊을 수 없다... 일을 즐기는 듯한 그 미소.. 나도 갖고싶다 이 한마디로 영화 평은 끝난다. ",1
163,OTT로 개봉하자는 의견에 절대 안된다고 극장개봉 해야한다고 주장한 톰아저씨에게 감사의 인사를.. 꼭 영화관에서 봐야함 ,1
164,젭알 영화관에서 꼭 보세요 존잼입니다 ,1
165,명불허전이다. 첫장면에 배경음악듣는순간 끝났다.ㅎ ,1
166,2022년 최고의 영화 ,1
167,여러번 전율을 선사해주는 영화.  특히중간에 매버릭 단독 비행씬이 압권...다들 숨죽이고 봄 ,1
168,나도 그와 함께 날다 ,1
169,고등학교 시절 보았던 탑건.. 영화 초반 전편의 OST가 흐르면서 시작된 전율이 감동으로... ,1
170,탐 크루즈만이 할 수 있는 36년을 관통한 스토리의 감동! ,1
171,의미없는 속편과 리부트가 차고 넘치는 영화계에 긴장감을 주는 완벽한 속편 ,1
172,완벽했다 어릴적 TV에서 보던 헐리우드 영화 그 자체를 다시 느끼고옴 ㅎㅎㅎ 재미있습니다 ,1
173,올해 최고의 영화. 오랜만에 심장 뛴다. 뒤에 타고 싶어. ,1
174,"한마디만 하겠음. 탐 크루즈 그다지 안 좋아했는데 이거 보고 팬됐다.덧붙이자면 감동과 재미, 모두 다 잡은 영화. 단언코 올해 본 영화 중 최고임.꼭 보세요. ",1
175,화려한 액션+가끔가다 나오는 코미디+억지스럽지 않은 감동이 어울려져서 너무 재밌었어요. 여태까지 봤던 액션 영화 중에 가장 재밌었던 것 같기도 해요ㅎㅎ 꼭 4DX로 보시는 걸 추천해요! ,1
176,너무 재미있어서 영어이름 킴크루즈로 정했습니다. 육군복지근무지원단 출신으로 군부심 느껴졌습니다. ,1
177,영화관에서 안보면 후회할 영화 ,1
178,전투기로 보여줄 수 있는건 모두 보여준 2022년 최고의 영화입니다. 용산 아이맥스에서 봤는데 전투기 씬 내내 전율이 가시질 않았어요 ,1
179,할리우드는 이런 영화를 만들기 위해 존재한다는걸 보여준영화 ,1
180,기대이상이네요   꼭 보세요 ,1
181,2022년 최고의 걸작이다. ,1
182,아직도 극장에서 이 영화를 안 봤다면 당장 보세요. 이건 극장에서 봐야할 영화지 ott는 절대 아님. ,1
183,토르야 4dx 내놔라 ㅋㅋㅋㅋ ,1
184,1편에 대한 예우가 완벽하다 ,1
185,벅차다.... 또 보러 갑니다.... ,1
186,"탑건의 속편이 나오기까지 오랜세월이 흘렀지만 톰크루즈 형님은 여전히 카리스마 넘치고, 더 멋있어진것 같은 느낌이 든다.전투기 조종조차도 본인이 거의 조종을 했다니 이 영화는 꼭 극장에서 관람해야한다. ",1
187,이건 진짜 개 명작이다 가슴이 웅장해진다 ,1
188,상업영화면 이걸 바이블삼아라~~~군더더기 하나읍다 ,1
189,역대급..말이필요없네요~영화관에서 꼭 보시길 추천드릴게요 ,1
190,"톰크루즈와 주변 인물들간의 감정선과 연출, 영상미에 감탄하면서 봤습니다. 특히 마지막 30분은 제가 파일럿이 되어 몰입해 속도감과 스릴, 통쾌함을 느꼈네요. 탑건1을 안보면 이해가 안되는 장면들이 있어 1을 보고 보...",1
191,그냥 미쳤어요 .. 꼭 보세요 제발 ,1
192,탐오빠 영화 찍어줘서 고마워요. 만수무강 하세요ㅠㅠ ,1
193,5번봤다.  이제더이상 탑건앓이 안했으면... ,1
194,안본 눈 사고 싶습니다 진심으로 처음에 봤을때 느낌을 다시 느끼고 싶어.... ,1
195,몇 번을 더 봐야 만족할 수 있을까.. 영화 보고 나오면서 또 다음 회차 예매하게 만드는 미친 영화 ,1
196,방금 보고 나왔는데.. 지렸다!!! 다시 보러가야지 ,1
197,탑건 매버릭 개봉한다고 코로나 터지기전에 탑건 리마스터개봉했었는데 혼자 보고왔어. 집에서도 수없이 봤지만 탑건이 처음에 개봉했을때 난 애기 여서 볼수가 없었어 그래서 탑건 만큼은 꼭 극장에서 보고싶은 마음이 커서 혼...,1
198,"톰크루즈는 ""미션임파서블""인줄 알았다. 하지만 오늘부터 나에게 톰크루즈는 ""탑건""이다. ",1
199,내인생 최고의 영화 탑건그리고 내인생 최고의 배우 톰 크루즈 ,1
200,높은 기대를 하고 가도 그 이상을 보게될것입니다. ,1
201,"스토리 ,연기력, 연출력  어디 하나 빠질 것 없이 누구나 맘 편하게 재밌게 즐길 수 있는 영화입니다. 꼭 보는 것을 추천합니다. ",1
202,최근에 영화 여럿봤지만 이게 대박평점 처음 남겨봄 전투기 조종신들 볼때 소름 배우분들 연기 ,1
203,진짜 완벽한 영화였음.... ,1
204,말이 필요없습니다 ... 영화 보는게 레어한 문화생활이었던 시절의 감성을 다시 느끼게 해준 영화...왜 영화관에서 영화를 보는지 알게 해주는 영화 ,1
205,이 영화를 보고 내 인생을 돌아봄톰크루즈 나이가 60임60인데도 저렇게 영화에 혼신을 다할 수 있는가?애국심이 차올랐음아이맥스 보고 4dx 보고싶은데 망치든녀석으로 다 바꿨네 장사할 줄 모르는 cgv ,1
206,이 나이에 전투기 영화보면서 두근거릴 일인가 ,1
207,뻔한데 존나 뻔한데 존나 재밌음. ,1
208,인생 처음으로 두번 본 영화에요! 전투기 액션씬이 너무 재밋습니다 ,1
209,인생 최고의 영화.  외계+인같은 쓰레기 영화 상영관 다  내리고 탑건 상영관좀 늘려줘라 ,1
210,비행기 타고 전투한 느낌. 손을 꼭 부여잡고 긴장하면서 봤습니다. 시간은 순삭. 톰크루즈는 명불허전. 저 나이에 저렇게 멋있을 수가... ,1
211,진짜 최고의 영화네요!보기전까진 탐크루즈가 몇 살인데..언제적 탑건인데..이런 생각이었는데. 진심 1분도 지루함 없이 몰입해서봤네요. 최고입니다. ,1
212,"극장이 필요한 이유, 바로 이 영화가 답. ",1
213,크 이것이야말로 전편을 넘어선 훌륭한 속편이라고 할 수 있습니다. 정말 뛰어나네요! 아이맥스로 꼭 보세요!! ,1
214,와 ! 탑건 미쳤다. 너무 재밌음.. 올해 본 영화 중 제일 재밌게 봤음! 톰크루즈 너무 멋있음 ㅠㅠ ,1
215,말이 필요없고 만점 주려고 들어왔습니다 아이맥스로만 3번 관람했습니다 천만이상 흥행했으면 좋겠네요 ,1
216,"영화보고 나도 모르게 고속도로에서 시속 130,140 올리며 희열을 느꼈다 ",1
217,그냥 개쩜 할리우드 영화의 절정 극치 마스터피스 ,1
218,진짜 일반인입니다 알바아닙니다꼭보세요 ,1
219,2022년 올해의 영화.  무조건 아이맥스로 봐야합니다.  톰형은 그냥 레전드다. ,1
220,"항공 액션의 황홀경, 요란하지않은 웅장함 ",1
221,"웅장하다, 뭉클하다!!! 영원한 청춘 톰 크루즈를 위하여! ",1
222,아이맥스로 못 본 게 한.. ,1
223,중반에 살짝 지루할뻔했지만 막판 도그파이트에 오열했읍니다 꼭 보세요 ,1
224,속편을 만들 거라면 이렇게 만들길 최근 5년간 블록버스터 영화 중에 최고다 ,1
225,"결과를 예측할 수 있는 스토리임에도 불구하고 몰입감은 최고였고, 배우들의 연기또한 훌륭하네요. 톰크루즈는 전설 그자체입니다. ",1
226,평점 첨써보네. 다음주에 한번 더 보러 갈거 같다. 오랜만에 느껴보는 감동 ,1
227,오프닝 시퀀스 부터가 전율이었다 ,1
228,꼭 영화관에서 보세요 ,1
229,이보다 완벽한 2가 있을까 ,1
230,탑건 중독에서 빠져나올 수가 없음 일상 생활 불가임 ,1
231,그냥 미쳤습니다. 영화관에서 느낄 수 있는 미덕을 모두 느끼게 해주는 명작이었습니다. ,1
232,죄송합니다 36년전에 보신 분들 저는 27년만 기다렸네요;; ,1
233,영화 첫 장면에서 전율을 느꼈습니다. ,1
234,진짜 이건 극장에서 봐야함! 아이맥스 초 강추!!! ,1
235,"용산 아이맥스 정중앙인 J열 24번에서 봤다. 이런 영화야말로 극장이, 아이맥스관이 존재해야 할 이유다. CG로 떡칠된 슈퍼히어로 영화에서는 느낄 수 없는 박진감과 긴장감이 느껴지는 진정한 대작. 영화 보고 나오는데...",1
236,어릴적 토요명화로 접했던 그 느낌을 지금 성인이 돼 영화관에서 감상하니 계속 전율했습니다. ,1
237,토르 안보고 탑건 2번보는 내가 승리자~ ,1
238,탑건1 팬한테 정말 선물같은 영화 ,1
239,스토리는 뻔한데 그게 마음을 편안하게 해줌.. 요상하게 한번더 보고 싶음.. ost 찾아서 자꾸 듣고 있음.. ,1
240,이렇게 만들거 아니면 후속편 제작하지마라 ,1
241,영화관에서 볼 가치가 있는 영화. ,1
242,내 생애 최초로 영화관가서 같은 영화를 여러번 보게함 ,1
243,2022년 올해 극장에서 본 최고의 영화 ,1
